config01:Button00:Measurement Value,Reference Value,Threshold,R_THr,Touch ON/OFF Difference,Hysteresis,Status,MEDIAN_9,Average_4,IIR_8,,IIR_16
45966,46072,800,46872,-106,10,0,46142,46223,46167,,46181
46030,46072,800,46872,-42,10,0,46045,46116,46149,,46158
46077,46072,800,46872,5,10,0,46077,46054,46140,,46144
46338,46072,800,46872,266,10,0,46144,46102,46164,,46152
46249,46072,800,46872,177,10,0,46249,46173,46174,,46169
46061,46072,800,46872,-11,10,0,46144,46181,46159,,46166
45924,46072,800,46872,-148,10,0,46077,46143,46129,,46144
45884,46072,800,46872,-188,10,0,46061,46029,46098,,46113
46014,46072,800,46872,-58,10,0,46030,45970,46087,,46092
46198,46072,800,46872,126,10,0,46061,46005,46100,,46093
46294,46072,800,46872,222,10,0,46077,46097,46124,,46112
46142,46072,800,46872,70,10,0,46142,46162,46126,,46125
45997,46072,800,46872,-75,10,0,46061,46157,46109,,46117
45910,46072,800,46872,-162,10,0,46014,46085,46084,,46096
46009,46072,800,46872,-63,10,0,46009,46014,46074,,46079
46155,46072,800,46872,83,10,0,46014,46017,46084,,46079
46432,46072,800,46872,360,10,0,46142,46126,46127,,46105
46394,46072,800,46872,322,10,0,46155,46247,46160,,46143
46247,46072,800,46872,175,10,0,46155,46307,46170,,46165
46092,46072,800,46872,20,10,0,46142,46291,46160,,46165
45979,46072,800,46872,-93,10,0,46092,46178,46137,,46148
46082,46072,800,46872,10,10,0,46092,46100,46130,,46133
46254,46072,800,46872,182,10,0,46155,46101,46145,,46137
46374,46072,800,46872,302,10,0,46247,46172,46173,,46159
46208,46072,800,46872,136,10,0,46247,46229,46177,,46175
46060,46072,800,46872,-12,10,0,46208,46224,46162,,46169
45952,46072,800,46872,-120,10,0,46092,46148,46135,,46148
45982,46072,800,46872,-90,10,0,46082,46050,46115,,46125
46022,46072,800,46872,-50,10,0,46060,46004,46103,,46109
46236,46072,800,46872,164,10,0,46082,46048,46119,,46111
46245,46072,800,46872,173,10,0,46208,46121,46134,,46126
46177,46072,800,46872,105,10,0,46177,46170,46139,,46136
46021,46072,800,46872,-51,10,0,46060,46169,46124,,46131
45904,46072,800,46872,-168,10,0,46022,46086,46096,,46110
45989,46072,800,46872,-83,10,0,46021,46022,46082,,46089
46211,46072,800,46872,139,10,0,46022,46031,46098,,46090
46400,46072,800,46872,328,10,0,46177,46126,46135,,46116
46265,46072,800,46872,193,10,0,46211,46216,46151,,46143
46105,46072,800,46872,33,10,0,46177,46245,46145,,46148
45983,46072,800,46872,-89,10,0,46105,46188,46124,,46134
45974,46072,800,46872,-98,10,0,46021,46081,46105,,46114
46007,46072,800,46872,-65,10,0,46007,46017,46092,,46098
46224,46072,800,46872,152,10,0,46105,46047,46108,,46100
46281,46072,800,46872,209,10,0,46211,46121,46129,,46118
46140,46072,800,46872,68,10,0,46140,46163,46130,,46129
46015,46072,800,46872,-57,10,0,46105,46165,46115,,46122
45899,46072,800,46872,-173,10,0,46015,46083,46088,,46101
45963,46072,800,46872,-109,10,0,46007,46004,46072,,46080
46097,46072,800,46872,25,10,0,46015,45993,46075,,46073
46447,46072,800,46872,375,10,0,46097,46101,46121,,46098
46322,46072,800,46872,250,10,0,46140,46207,46146,,46133
46022,46072,800,46872,-50,10,0,46097,46222,46130,,46138
45986,46072,800,46872,-86,10,0,46022,46194,46112,,46121
46031,46072,800,46872,-41,10,0,46022,46090,46101,,46106
46260,46072,800,46872,188,10,0,46031,46074,46120,,46110
46372,46072,800,46872,300,10,0,46097,46162,46151,,46135
46225,46072,800,46872,153,10,0,46225,46222,46160,,46155
46056,46072,800,46872,-16,10,0,46225,46228,46147,,46153
45909,46072,800,46872,-163,10,0,46056,46140,46117,,46132
45978,46072,800,46872,-94,10,0,46031,46042,46099,,46108
46115,46072,800,46872,43,10,0,46056,46014,46101,,46100
46302,46072,800,46872,230,10,0,46115,46076,46126,,46113
46230,46072,800,46872,158,10,0,46225,46156,46139,,46132
46091,46072,800,46872,19,10,0,46115,46184,46133,,46136
45965,46072,800,46872,-107,10,0,46091,46147,46112,,46122
47971,46072,800,46872,1899,10,0,46091,46564,46344,,46228
47747,46072,800,46872,1675,10,0,46115,46943,46519,,46431
47741,46072,800,46872,1669,10,0,46230,47356,46671,,46595
47659,46072,800,46872,1587,10,1,46302,47779,46794,,46732
47242,46072,800,46872,1170,10,1,47242,47597,46850,,46822
46870,46072,800,46872,798,10,1,47242,47378,46852,,46851
46520,46072,800,46872,448,10,1,47242,47072,46810,,46831
46491,46072,800,46872,419,10,1,47242,46780,46770,,46790
46589,46072,800,46872,517,10,1,47242,46617,46747,,46758
46822,46072,800,46872,750,10,0,46870,46605,46756,,46751
46720,46072,800,46872,648,10,0,46822,46655,46751,,46753
46517,46072,800,46872,445,10,0,46720,46662,46721,,46736
46268,46072,800,46872,196,10,0,46589,46581,46664,,46692
46149,46072,800,46872,77,10,0,46520,46413,46599,,46631
46176,46072,800,46872,104,10,0,46517,46277,46546,,46572
46335,46072,800,46872,263,10,0,46491,46232,46519,,46532
46504,46072,800,46872,432,10,0,46504,46291,46517,,46518
46332,46072,800,46872,260,10,0,46335,46336,46493,,46505
46234,46072,800,46872,162,10,0,46332,46351,46460,,46476
46043,46072,800,46872,-29,10,0,46268,46278,46407,,46433
46071,46072,800,46872,-1,10,0,46234,46170,46365,,46386
46248,46072,800,46872,176,10,0,46234,46149,46350,,46357
46484,46072,800,46872,412,10,0,46248,46211,46366,,46358
46464,46072,800,46872,392,10,0,46332,46316,46378,,46372
46283,46072,800,46872,211,10,0,46283,46369,46366,,46372
46117,46072,800,46872,45,10,0,46248,46337,46334,,46350
45986,46072,800,46872,-86,10,0,46234,46212,46290,,46312
46052,46072,800,46872,-20,10,0,46117,46109,46260,,46275
46209,46072,800,46872,137,10,0,46209,46091,46253,,46256
46436,46072,800,46872,364,10,0,46248,46170,46275,,46264
46291,46072,800,46872,219,10,0,46283,46247,46277,,46276
46139,46072,800,46872,67,10,0,46209,46268,46259,,46268
46005,46072,800,46872,-67,10,0,46139,46217,46227,,46243
45976,46072,800,46872,-96,10,0,46117,46102,46195,,46211
46075,46072,800,46872,3,10,0,46075,46048,46180,,46187
46292,46072,800,46872,220,10,0,46139,46087,46194,,46187
46507,46072,800,46872,435,10,0,46209,46212,46233,,46213
46342,46072,800,46872,270,10,0,46291,46304,46246,,46239
46184,46072,800,46872,112,10,0,46184,46331,46238,,46242
46041,46072,800,46872,-31,10,0,46139,46268,46213,,46225
46119,46072,800,46872,47,10,0,46119,46171,46201,,46207
46293,46072,800,46872,221,10,0,46184,46159,46212,,46206
46533,46072,800,46872,461,10,0,46292,46246,46252,,46232
46422,46072,800,46872,350,10,0,46293,46341,46273,,46262
46280,46072,800,46872,208,10,0,46293,46382,46273,,46273
46078,46072,800,46872,6,10,0,46280,46328,46248,,46260
46018,46072,800,46872,-54,10,0,46184,46199,46219,,46233
46113,46072,800,46872,41,10,0,46119,46122,46205,,46212
46331,46072,800,46872,259,10,0,46280,46135,46220,,46212
46402,46072,800,46872,330,10,0,46293,46216,46242,,46231
46286,46072,800,46872,214,10,0,46286,46283,46247,,46244
46133,46072,800,46872,61,10,0,46280,46288,46232,,46239
45988,46072,800,46872,-84,10,0,46133,46202,46201,,46216
46230,46072,800,46872,158,10,0,46133,46159,46204,,46202
46512,46072,800,46872,440,10,0,46230,46215,46242,,46223
46435,46072,800,46872,363,10,0,46286,46291,46266,,46254
46270,46072,800,46872,198,10,0,46286,46361,46266,,46266
46097,46072,800,46872,25,10,0,46270,46328,46244,,46255
45958,46072,800,46872,-114,10,0,46230,46190,46208,,46226
46060,46072,800,46872,-12,10,0,46133,46096,46189,,46198
46251,46072,800,46872,179,10,0,46230,46091,46196,,46192
46407,46072,800,46872,335,10,0,46251,46169,46222,,46209
46268,46072,800,46872,196,10,0,46268,46246,46227,,46224
46103,46072,800,46872,31,10,0,46251,46257,46211,,46219
45973,46072,800,46872,-99,10,0,46103,46187,46181,,46196
46061,46072,800,46872,-11,10,0,46097,46101,46166,,46173
46146,46072,800,46872,74,10,0,46103,46070,46163,,46164
46374,46072,800,46872,302,10,0,46146,46138,46189,,46176
46358,46072,800,46872,286,10,0,46251,46234,46210,,46199
46199,46072,800,46872,127,10,0,46199,46269,46208,,46209
46102,46072,800,46872,30,10,0,46146,46258,46194,,46201
46013,46072,800,46872,-59,10,0,46103,46168,46171,,46182
46097,46072,800,46872,25,10,0,46102,46102,46161,,46166
46313,46072,800,46872,241,10,0,46146,46131,46180,,46170
46502,46072,800,46872,430,10,0,46199,46231,46220,,46200
46321,46072,800,46872,249,10,0,46313,46308,46232,,46226
46147,46072,800,46872,75,10,0,46199,46320,46221,,46226
45968,46072,800,46872,-104,10,0,46147,46234,46189,,46205
45988,46072,800,46872,-84,10,0,46102,46106,46163,,46176
46100,46072,800,46872,28,10,0,46100,46050,46155,,46159
46340,46072,800,46872,268,10,0,46147,46099,46178,,46166
46363,46072,800,46872,291,10,0,46313,46197,46201,,46189
46178,46072,800,46872,106,10,0,46178,46245,46198,,46199
46041,46072,800,46872,-31,10,0,46147,46230,46178,,46188
45910,46072,800,46872,-162,10,0,46100,46123,46144,,46161
45947,46072,800,46872,-125,10,0,46041,46019,46119,,46131
46097,46072,800,46872,25,10,0,46097,45998,46116,,46117
46335,46072,800,46872,263,10,0,46100,46072,46143,,46129
46297,46072,800,46872,225,10,0,46178,46169,46162,,46152
46155,46072,800,46872,83,10,0,46155,46221,46161,,46161
46008,46072,800,46872,-64,10,0,46097,46198,46141,,46151
45965,46072,800,46872,-107,10,0,46041,46106,46119,,46130
46076,46072,800,46872,4,10,0,46076,46051,46113,,46116
46313,46072,800,46872,241,10,0,46097,46090,46138,,46125
46382,46072,800,46872,310,10,0,46155,46184,46168,,46153
46204,46072,800,46872,132,10,0,46204,46243,46172,,46170
46060,46072,800,46872,-12,10,0,46155,46239,46158,,46165
45932,46072,800,46872,-140,10,0,46076,46144,46129,,46143
45982,46072,800,46872,-90,10,0,46060,46044,46110,,46119
46125,46072,800,46872,53,10,0,46076,46024,46111,,46110
46368,46072,800,46872,296,10,0,46125,46101,46143,,46127
46282,46072,800,46872,210,10,0,46204,46189,46160,,46151
46154,46072,800,46872,82,10,0,46154,46232,46159,,46159
46010,46072,800,46872,-62,10,0,46125,46203,46140,,46149
45917,46072,800,46872,-155,10,0,46060,46090,46112,,46126
45970,37880,800,38680,8090,138,0,46010,46012,46094,,46103
46241,46072,800,46872,169,10,0,46125,46034,46112,,46103
46440,46072,800,46872,368,10,0,46154,46142,46153,,46132
46284,46072,800,46872,212,10,0,46241,46233,46169,,46161
46113,46072,800,46872,41,10,0,46154,46269,46162,,46165
45946,46072,800,46872,-126,10,0,46113,46195,46135,,46148
45980,46072,800,46872,-92,10,0,46010,46080,46115,,46125
46107,46072,800,46872,35,10,0,46107,46036,46114,,46114
46319,46072,800,46872,247,10,0,46113,46088,46139,,46126
46304,46072,800,46872,232,10,0,46241,46177,46159,,46149
46162,46072,800,46872,90,10,0,46162,46223,46159,,46159
45996,46072,800,46872,-76,10,0,46113,46195,46138,,46148
45875,46072,800,46872,-197,10,0,46107,46084,46105,,46121
46125,46072,800,46872,53,10,0,46107,46039,46107,,46106
46271,46072,800,46872,199,10,0,46125,46066,46127,,46117
46124,46072,800,46872,52,10,0,46125,46098,46126,,46126
45985,46072,800,46872,-87,10,0,46125,46126,46108,,46117
45905,46072,800,46872,-167,10,0,46124,46071,46082,,46095
45935,46072,800,46872,-137,10,0,45996,45987,46063,,46072
46112,46072,800,46872,40,10,0,45996,45984,46069,,46066
46351,46072,800,46872,279,10,0,46112,46075,46104,,46086
46375,46072,800,46872,303,10,0,46124,46193,46137,,46120
46194,46072,800,46872,122,10,0,46124,46258,46144,,46140
46025,46072,800,46872,-47,10,0,46112,46236,46129,,46136
45905,46072,800,46872,-167,10,0,46025,46124,46101,,46115
45960,46072,800,46872,-112,10,0,46025,46021,46083,,46092
46144,46072,800,46872,72,10,0,46112,46008,46090,,46086
46362,46072,800,46872,290,10,0,46144,46092,46124,,46107
46215,46072,800,46872,143,10,0,46194,46170,46135,,46129
46053,46072,800,46872,-19,10,0,46144,46193,46124,,46129
45910,46072,800,46872,-162,10,0,46053,46135,46097,,46110
45849,46072,800,46872,-223,10,0,46025,46006,46066,,46081
45950,46072,800,46872,-122,10,0,45960,45940,46051,,46058
46139,46072,800,46872,67,10,0,46053,45962,46062,,46056
46196,46072,800,46872,124,10,0,46139,46033,46078,,46070
46143,46072,800,46872,71,10,0,46139,46107,46086,,46082
45987,46072,800,46872,-85,10,0,46053,46116,46073,,46079
45801,46072,800,46872,-271,10,0,45987,46031,46039,,46056
45909,46072,800,46872,-163,10,0,45950,45960,46022,,46030
46096,46072,800,46872,24,10,0,45987,45948,46031,,46026
46338,46072,800,46872,266,10,0,46096,46036,46069,,46050
46219,46072,800,46872,147,10,0,46139,46140,46087,,46078
46058,46072,800,46872,-14,10,0,46096,46177,46083,,46085
45934,46072,800,46872,-138,10,0,46058,46137,46064,,46073
45856,46072,800,46872,-216,10,0,45987,46016,46038,,46051
45958,46072,800,46872,-114,10,0,45958,45951,46028,,46033
46164,46072,800,46872,92,10,0,46058,45978,46045,,46036
46275,46072,800,46872,203,10,0,46096,46063,46073,,46059
46129,46072,800,46872,57,10,0,46129,46131,46080,,46076
45963,46072,800,46872,-109,10,0,46058,46132,46065,,46072
45694,46072,800,46872,-378,10,0,45963,46015,46018,,46041
45761,46072,800,46872,-311,10,0,45958,45886,45985,,46001
45913,46072,800,46872,-159,10,0,45958,45832,45976,,45980
46276,46072,800,46872,204,10,0,45963,45911,46013,,45994
46311,46072,800,46872,239,10,0,46129,46065,46050,,46031
46177,46072,800,46872,105,10,0,46129,46169,46065,,46057
46020,46072,800,46872,-52,10,0,46020,46196,46059,,46062
45948,46072,800,46872,-124,10,0,45963,46114,46045,,46052
46035,46072,800,46872,-37,10,0,46020,46045,46043,,46044
46226,46072,800,46872,154,10,0,46035,46057,46065,,46054
46356,46072,800,46872,284,10,0,46177,46141,46101,,46083
46225,46072,800,46872,153,10,0,46225,46210,46116,,46108
46066,46072,800,46872,-6,10,0,46177,46218,46109,,46112
45864,46072,800,46872,-208,10,0,46066,46127,46078,,46093
45901,46072,800,46872,-171,10,0,46035,46014,46055,,46066
46035,46072,800,46872,-37,10,0,46035,45966,46052,,46053
46274,46072,800,46872,202,10,0,46066,46018,46079,,46065
46304,46072,800,46872,232,10,0,46225,46128,46107,,46093
46124,46072,800,46872,52,10,0,46124,46184,46109,,46108
45983,46072,800,46872,-89,10,0,46066,46171,46093,,46101
45970,46072,800,46872,-102,10,0,46035,46095,46077,,46085
46105,46072,800,46872,33,10,0,46035,46045,46080,,46078
46310,46072,800,46872,238,10,0,46105,46092,46108,,46094
46505,46072,800,46872,433,10,0,46124,46222,46157,,46132
46350,46072,800,46872,278,10,0,46274,46317,46181,,46169
46175,46072,800,46872,103,10,0,46175,46335,46180,,46180
46049,46072,800,46872,-23,10,0,46124,46269,46163,,46171
45991,46072,800,46872,-81,10,0,46105,46141,46141,,46152
46086,46072,800,46872,14,10,0,46105,46075,46134,,46137
46329,46072,800,46872,257,10,0,46175,46113,46158,,46146
46206,46072,800,46872,134,10,0,46206,46153,46164,,46161
46040,46072,800,46872,-32,10,0,46175,46165,46148,,46156
45895,46072,800,46872,-177,10,0,46086,46117,46116,,46132
45957,46072,800,46872,-115,10,0,46049,46024,46096,,46106
46086,46072,800,46872,14,10,0,46049,45994,46094,,46095
46268,46072,800,46872,196,10,0,46086,46051,46115,,46104
46152,46072,800,46872,80,10,0,46086,46115,46119,,46117
46059,46072,800,46872,-13,10,0,46086,46141,46111,,46115
45887,46072,800,46872,-185,10,0,46059,46091,46083,,46097
45913,46072,800,46872,-159,10,0,46040,46002,46061,,46072
46048,46072,800,46872,-24,10,0,46048,45976,46059,,46060
46294,46072,800,46872,222,10,0,46059,46035,46088,,46073
46353,46072,800,46872,281,10,0,46086,46152,46121,,46104
46191,46072,800,46872,119,10,0,46152,46221,46129,,46125
46035,46072,800,46872,-37,10,0,46059,46218,46117,,46123
45931,46072,800,46872,-141,10,0,46048,46127,46093,,46105
45995,46072,800,46872,-77,10,0,46035,46038,46080,,46086
46119,46072,800,46872,47,10,0,46048,46020,46084,,46082
46324,46072,800,46872,252,10,0,46119,46092,46114,,46099
46247,46072,800,46872,175,10,0,46191,46171,46130,,46122
46098,46072,800,46872,26,10,0,46119,46197,46126,,46128
45882,46072,800,46872,-190,10,0,46098,46137,46095,,46110
45820,46072,800,46872,-252,10,0,46035,46011,46060,,46077
45913,46072,800,46872,-159,10,0,45995,45928,46041,,46050
46088,46072,800,46872,16,10,0,46088,45925,46046,,46043
46353,46072,800,46872,281,10,0,46098,46043,46084,,46065
46234,46072,800,46872,162,10,0,46098,46147,46102,,46093
46075,46072,800,46872,3,10,0,46088,46187,46098,,46100
45927,46072,800,46872,-145,10,0,46075,46147,46076,,46087
45940,46072,800,46872,-132,10,0,45940,46044,46059,,46067
46102,46072,800,46872,30,10,0,46075,46011,46064,,46061
46330,46072,800,46872,258,10,0,46088,46074,46097,,46080
46321,46072,800,46872,249,10,0,46102,46173,46125,,46111
46155,46072,800,46872,83,10,0,46155,46227,46128,,46126
45990,46072,800,46872,-82,10,0,46102,46199,46110,,46119
45895,46072,800,46872,-177,10,0,46075,46090,46083,,46096
45966,46072,800,46872,-106,10,0,45990,46001,46068,,46075
46121,46072,800,46872,49,10,0,46102,45993,46074,,46071
46267,46072,800,46872,195,10,0,46121,46062,46098,,46086
46142,46072,800,46872,70,10,0,46142,46124,46103,,46100
45989,46072,800,46872,-83,10,0,46121,46129,46088,,46095
45856,46072,800,46872,-216,10,0,45990,46063,46059,,46073
50776,46072,800,46872,4704,10,0,45990,47190,46648,,46353
49772,46072,800,46872,3700,10,0,46121,48098,47038,,46843
49111,46072,800,46872,3039,10,0,46142,48878,47297,,47167
48428,46072,800,46872,2356,10,0,46267,49521,47438,,47367
47777,46072,800,46872,1705,10,0,47777,48772,47480,,47459
47223,46072,800,46872,1151,10,0,47777,48134,47447,,47463
46804,46072,800,46872,732,10,0,47777,47558,47366,,47406
46668,46072,800,46872,596,10,0,47777,47118,47278,,47322
46677,46072,800,46872,605,10,0,47777,46843,47202,,47240
46746,46072,800,46872,674,10,0,47223,46723,47145,,47173
46527,46072,800,46872,455,10,0,46804,46654,47067,,47106
46283,46072,800,46872,211,10,0,46746,46558,46969,,47018
46076,46072,800,46872,4,10,0,46677,46408,46857,,46913
46004,46072,800,46872,-68,10,0,46668,46222,46750,,46803
46103,46072,800,46872,31,10,0,46527,46116,46669,,46709
46290,46072,800,46872,218,10,0,46290,46118,46621,,46645
46295,46072,800,46872,223,10,0,46290,46173,46580,,46600
46154,46072,800,46872,82,10,0,46283,46210,46526,,46553
46086,46072,800,46872,14,10,0,46154,46206,46471,,46498
45970,46072,800,46872,-102,10,0,46103,46126,46408,,46439
46070,46072,800,46872,-2,10,0,46086,46070,46365,,46386
46227,46072,800,46872,155,10,0,46103,46088,46347,,46356
46459,46072,800,46872,387,10,0,46154,46181,46361,,46354
46128,46072,800,46872,56,10,0,46154,46221,46331,,46346
45987,46072,800,46872,-85,10,0,46128,46200,46288,,46309
45914,46072,800,46872,-158,10,0,46086,46122,46241,,46264
46038,46072,800,46872,-34,10,0,46070,46016,46215,,46228
46203,46072,800,46872,131,10,0,46070,46035,46213,,46214
46296,46072,800,46872,224,10,0,46128,46112,46223,,46218
46154,46072,800,46872,82,10,0,46154,46172,46214,,46218
45983,46072,800,46872,-89,10,0,46128,46159,46185,,46199
45883,46072,800,46872,-189,10,0,46038,46079,46147,,46166
45908,46072,800,46872,-164,10,0,45987,45982,46117,,46132
46038,46072,800,46872,-34,10,0,46038,45953,46107,,46112
46246,46072,800,46872,174,10,0,46038,46018,46124,,46115
46271,46072,800,46872,199,10,0,46154,46115,46142,,46133
46136,46072,800,46872,64,10,0,46136,46172,46141,,46141
45989,46072,800,46872,-83,10,0,46038,46160,46122,,46131
45922,46072,800,46872,-150,10,0,45989,46079,46097,,46109
46029,46072,800,46872,-43,10,0,46029,46019,46088,,46092
46232,46072,800,46872,160,10,0,46038,46043,46106,,46097
46380,46072,800,46872,308,10,0,46136,46140,46140,,46123
46253,46072,800,46872,181,10,0,46232,46223,46154,,46147
46033,46072,800,46872,-39,10,0,46136,46224,46138,,46146
45906,46072,800,46872,-166,10,0,46033,46143,46109,,46123
45921,46072,800,46872,-151,10,0,46029,46028,46085,,46097
46051,46072,800,46872,-21,10,0,46033,45977,46080,,46082
46255,46072,800,46872,183,10,0,46051,46033,46101,,46090
46225,46072,800,46872,153,10,0,46225,46113,46116,,46108
46071,46072,800,46872,-1,10,0,46071,46150,46110,,46113
45950,46072,800,46872,-122,10,0,46051,46125,46090,,46100
45852,46072,800,46872,-220,10,0,46033,46024,46060,,46075
46196,46072,800,46872,124,10,0,46051,46017,46077,,46068
46428,46072,800,46872,356,10,0,46071,46106,46120,,46098
46298,46072,800,46872,226,10,0,46196,46193,46142,,46131
