2024-04-16T17:44:37
Configurations(Methods):
Name,Touch Interfaces
config01,"Button00, TS05"
config02,"Slider00, TS15, TS14, TS13, TS12, TS01"
Logs:
"config01:Button00:Measurement Value",Baseline,Threshold,Touch ON/OFF Difference,Hysteresis,Status,"config02:Slider00:Status",Threshold,Resolution,TS15:Measurement Value,TS14:Measurement Value,TS13:Measurement Value,TS12:Measurement Value,TS01:Measurement Value
46090,46114,800,-24,10,0,-,-,-,-,-,-,-,-
46090,46114,800,-24,10,0,-,-,-,-,-,-,-,-
46095,46114,800,-19,10,0,-,-,-,-,-,-,-,-
46068,46114,800,-46,10,0,-,-,-,-,-,-,-,-
46050,46114,800,-64,10,0,-,-,-,-,-,-,-,-
46023,46114,800,-91,10,0,-,-,-,-,-,-,-,-
46076,46114,800,-38,10,0,-,-,-,-,-,-,-,-
46088,46114,800,-26,10,0,-,-,-,-,-,-,-,-
46116,46114,800,2,10,0,-,-,-,-,-,-,-,-
46079,46114,800,-35,10,0,-,-,-,-,-,-,-,-
46089,46114,800,-25,10,0,-,-,-,-,-,-,-,-
46072,46114,800,-42,10,0,-,-,-,-,-,-,-,-
46072,46114,800,-42,10,0,-,-,-,-,-,-,-,-
46059,46114,800,-55,10,0,-,-,-,-,-,-,-,-
46061,46114,800,-53,10,0,-,-,-,-,-,-,-,-
46061,46114,800,-53,10,0,-,-,-,-,-,-,-,-
46049,46114,800,-65,10,0,-,-,-,-,-,-,-,-
46058,46114,800,-56,10,0,-,-,-,-,-,-,-,-
46084,46114,800,-30,10,0,-,-,-,-,-,-,-,-
46059,46114,800,-55,10,0,-,-,-,-,-,-,-,-
46059,46114,800,-55,10,0,-,-,-,-,-,-,-,-
46094,46114,800,-20,10,0,-,-,-,-,-,-,-,-
46091,46114,800,-23,10,0,-,-,-,-,-,-,-,-
46106,46114,800,-8,10,0,-,-,-,-,-,-,-,-
46100,46114,800,-14,10,0,-,-,-,-,-,-,-,-
46063,46114,800,-51,10,0,-,-,-,-,-,-,-,-
46055,46114,800,-59,10,0,-,-,-,-,-,-,-,-
46089,46114,800,-25,10,0,-,-,-,-,-,-,-,-
46071,46114,800,-43,10,0,-,-,-,-,-,-,-,-
46020,46114,800,-94,10,0,-,-,-,-,-,-,-,-
45990,46114,800,-124,10,0,-,-,-,-,-,-,-,-
46017,46114,800,-97,10,0,-,-,-,-,-,-,-,-
46044,46114,800,-70,10,0,-,-,-,-,-,-,-,-
46046,46114,800,-68,10,0,-,-,-,-,-,-,-,-
46042,46114,800,-72,10,0,-,-,-,-,-,-,-,-
46051,46114,800,-63,10,0,-,-,-,-,-,-,-,-
46067,46114,800,-47,10,0,-,-,-,-,-,-,-,-
46045,46114,800,-69,10,0,-,-,-,-,-,-,-,-
46022,46114,800,-92,10,0,-,-,-,-,-,-,-,-
46089,46114,800,-25,10,0,-,-,-,-,-,-,-,-
46090,46114,800,-24,10,0,-,-,-,-,-,-,-,-
46086,46114,800,-28,10,0,-,-,-,-,-,-,-,-
46070,46114,800,-44,10,0,-,-,-,-,-,-,-,-
46080,46114,800,-34,10,0,-,-,-,-,-,-,-,-
46072,46114,800,-42,10,0,-,-,-,-,-,-,-,-
46068,46114,800,-46,10,0,-,-,-,-,-,-,-,-
46062,46114,800,-52,10,0,-,-,-,-,-,-,-,-
46087,46114,800,-27,10,0,-,-,-,-,-,-,-,-
46093,46114,800,-21,10,0,-,-,-,-,-,-,-,-
46083,46114,800,-31,10,0,-,-,-,-,-,-,-,-
46077,46114,800,-37,10,0,-,-,-,-,-,-,-,-
46065,46114,800,-49,10,0,-,-,-,-,-,-,-,-
46079,46114,800,-35,10,0,-,-,-,-,-,-,-,-
46097,46114,800,-17,10,0,-,-,-,-,-,-,-,-
46099,46114,800,-15,10,0,-,-,-,-,-,-,-,-
46080,46114,800,-34,10,0,-,-,-,-,-,-,-,-
46069,46114,800,-45,10,0,-,-,-,-,-,-,-,-
46040,46114,800,-74,10,0,-,-,-,-,-,-,-,-
45996,46114,800,-118,10,0,-,-,-,-,-,-,-,-
46019,46114,800,-95,10,0,-,-,-,-,-,-,-,-
46036,46114,800,-78,10,0,-,-,-,-,-,-,-,-
46008,46114,800,-106,10,0,-,-,-,-,-,-,-,-
46017,46114,800,-97,10,0,-,-,-,-,-,-,-,-
46031,46114,800,-83,10,0,-,-,-,-,-,-,-,-
46030,46114,800,-84,10,0,-,-,-,-,-,-,-,-
46044,46114,800,-70,10,0,-,-,-,-,-,-,-,-
46081,46114,800,-33,10,0,-,-,-,-,-,-,-,-
46071,46114,800,-43,10,0,-,-,-,-,-,-,-,-
46076,46114,800,-38,10,0,-,-,-,-,-,-,-,-
46069,46114,800,-45,10,0,-,-,-,-,-,-,-,-
46111,46114,800,-3,10,0,-,-,-,-,-,-,-,-
46080,46114,800,-34,10,0,-,-,-,-,-,-,-,-
46058,46114,800,-56,10,0,-,-,-,-,-,-,-,-
46032,46114,800,-82,10,0,-,-,-,-,-,-,-,-
45990,46114,800,-124,10,0,-,-,-,-,-,-,-,-
45976,46114,800,-138,10,0,-,-,-,-,-,-,-,-
46001,46114,800,-113,10,0,-,-,-,-,-,-,-,-
46025,46114,800,-89,10,0,-,-,-,-,-,-,-,-
46022,46114,800,-92,10,0,-,-,-,-,-,-,-,-
45982,46114,800,-132,10,0,-,-,-,-,-,-,-,-
46003,46114,800,-111,10,0,-,-,-,-,-,-,-,-
46002,46114,800,-112,10,0,-,-,-,-,-,-,-,-
46021,46114,800,-93,10,0,-,-,-,-,-,-,-,-
45997,46114,800,-117,10,0,-,-,-,-,-,-,-,-
45972,46114,800,-142,10,0,-,-,-,-,-,-,-,-
45974,46114,800,-140,10,0,-,-,-,-,-,-,-,-
45948,46114,800,-166,10,0,-,-,-,-,-,-,-,-
45944,46114,800,-170,10,0,-,-,-,-,-,-,-,-
45928,46114,800,-186,10,0,-,-,-,-,-,-,-,-
45939,46114,800,-175,10,0,-,-,-,-,-,-,-,-
45975,46114,800,-139,10,0,-,-,-,-,-,-,-,-
46002,46114,800,-112,10,0,-,-,-,-,-,-,-,-
46001,46114,800,-113,10,0,-,-,-,-,-,-,-,-
45991,46114,800,-123,10,0,-,-,-,-,-,-,-,-
46003,46114,800,-111,10,0,-,-,-,-,-,-,-,-
45981,46114,800,-133,10,0,-,-,-,-,-,-,-,-
45941,46114,800,-173,10,0,-,-,-,-,-,-,-,-
45952,46114,800,-162,10,0,-,-,-,-,-,-,-,-
45964,46114,800,-150,10,0,-,-,-,-,-,-,-,-
45948,46114,800,-166,10,0,-,-,-,-,-,-,-,-
45956,46114,800,-158,10,0,-,-,-,-,-,-,-,-
45947,46114,800,-167,10,0,-,-,-,-,-,-,-,-
45971,46114,800,-143,10,0,-,-,-,-,-,-,-,-
46005,46114,800,-109,10,0,-,-,-,-,-,-,-,-
46014,46114,800,-100,10,0,-,-,-,-,-,-,-,-
46000,46114,800,-114,10,0,-,-,-,-,-,-,-,-
45969,46114,800,-145,10,0,-,-,-,-,-,-,-,-
45986,46114,800,-128,10,0,-,-,-,-,-,-,-,-
46000,46114,800,-114,10,0,-,-,-,-,-,-,-,-
46065,46114,800,-49,10,0,-,-,-,-,-,-,-,-
46066,46114,800,-48,10,0,-,-,-,-,-,-,-,-
46057,46114,800,-57,10,0,-,-,-,-,-,-,-,-
46035,46114,800,-79,10,0,-,-,-,-,-,-,-,-
46014,46114,800,-100,10,0,-,-,-,-,-,-,-,-
46003,46114,800,-111,10,0,-,-,-,-,-,-,-,-
46035,46114,800,-79,10,0,-,-,-,-,-,-,-,-
46039,46114,800,-75,10,0,-,-,-,-,-,-,-,-
46024,46114,800,-90,10,0,-,-,-,-,-,-,-,-
46051,46114,800,-63,10,0,-,-,-,-,-,-,-,-
46026,46114,800,-88,10,0,-,-,-,-,-,-,-,-
46022,46114,800,-92,10,0,-,-,-,-,-,-,-,-
46023,46114,800,-91,10,0,-,-,-,-,-,-,-,-
46038,46114,800,-76,10,0,-,-,-,-,-,-,-,-
46042,46114,800,-72,10,0,-,-,-,-,-,-,-,-
46035,46114,800,-79,10,0,-,-,-,-,-,-,-,-
46022,46114,800,-92,10,0,-,-,-,-,-,-,-,-
46025,46114,800,-89,10,0,-,-,-,-,-,-,-,-
46037,46114,800,-77,10,0,-,-,-,-,-,-,-,-
46038,46114,800,-76,10,0,-,-,-,-,-,-,-,-
46094,46114,800,-20,10,0,-,-,-,-,-,-,-,-
46147,46114,800,33,10,0,-,-,-,-,-,-,-,-
46141,46114,800,27,10,0,-,-,-,-,-,-,-,-
46114,46114,800,0,10,0,-,-,-,-,-,-,-,-
46059,46114,800,-55,10,0,-,-,-,-,-,-,-,-
46064,46114,800,-50,10,0,-,-,-,-,-,-,-,-
46073,46114,800,-41,10,0,-,-,-,-,-,-,-,-
46079,46114,800,-35,10,0,-,-,-,-,-,-,-,-
46093,46114,800,-21,10,0,-,-,-,-,-,-,-,-
46077,46114,800,-37,10,0,-,-,-,-,-,-,-,-
46053,46114,800,-61,10,0,-,-,-,-,-,-,-,-
46041,46114,800,-73,10,0,-,-,-,-,-,-,-,-
46041,46114,800,-73,10,0,-,-,-,-,-,-,-,-
46090,46114,800,-24,10,0,-,-,-,-,-,-,-,-
46085,46114,800,-29,10,0,-,-,-,-,-,-,-,-
46078,46114,800,-36,10,0,-,-,-,-,-,-,-,-
46067,46114,800,-47,10,0,-,-,-,-,-,-,-,-
46053,46114,800,-61,10,0,-,-,-,-,-,-,-,-
46006,46114,800,-108,10,0,-,-,-,-,-,-,-,-
46100,46114,800,-14,10,0,-,-,-,-,-,-,-,-
46101,46114,800,-13,10,0,-,-,-,-,-,-,-,-
46116,46114,800,2,10,0,-,-,-,-,-,-,-,-
46098,46114,800,-16,10,0,-,-,-,-,-,-,-,-
46079,46114,800,-35,10,0,-,-,-,-,-,-,-,-
46054,46114,800,-60,10,0,-,-,-,-,-,-,-,-
46061,46114,800,-53,10,0,-,-,-,-,-,-,-,-
46068,46114,800,-46,10,0,-,-,-,-,-,-,-,-
46052,46114,800,-62,10,0,-,-,-,-,-,-,-,-
46019,46114,800,-95,10,0,-,-,-,-,-,-,-,-
46025,46114,800,-89,10,0,-,-,-,-,-,-,-,-
46047,46114,800,-67,10,0,-,-,-,-,-,-,-,-
45942,46114,800,-172,10,0,-,-,-,-,-,-,-,-
45969,46114,800,-145,10,0,-,-,-,-,-,-,-,-
45988,46114,800,-126,10,0,-,-,-,-,-,-,-,-
46001,46114,800,-113,10,0,-,-,-,-,-,-,-,-
45971,46114,800,-143,10,0,-,-,-,-,-,-,-,-
45969,46114,800,-145,10,0,-,-,-,-,-,-,-,-
45954,46114,800,-160,10,0,-,-,-,-,-,-,-,-
45977,46114,800,-137,10,0,-,-,-,-,-,-,-,-
46012,46114,800,-102,10,0,-,-,-,-,-,-,-,-
46032,46114,800,-82,10,0,-,-,-,-,-,-,-,-
46034,46114,800,-80,10,0,-,-,-,-,-,-,-,-
46097,46114,800,-17,10,0,-,-,-,-,-,-,-,-
46064,46114,800,-50,10,0,-,-,-,-,-,-,-,-
46041,46114,800,-73,10,0,-,-,-,-,-,-,-,-
46031,46114,800,-83,10,0,-,-,-,-,-,-,-,-
46041,46114,800,-73,10,0,-,-,-,-,-,-,-,-
46061,46114,800,-53,10,0,-,-,-,-,-,-,-,-
46038,46114,800,-76,10,0,-,-,-,-,-,-,-,-
46055,46114,800,-59,10,0,-,-,-,-,-,-,-,-
46059,46114,800,-55,10,0,-,-,-,-,-,-,-,-
46050,46114,800,-64,10,0,-,-,-,-,-,-,-,-
46071,46114,800,-43,10,0,-,-,-,-,-,-,-,-
46037,46114,800,-77,10,0,-,-,-,-,-,-,-,-
46037,46114,800,-77,10,0,-,-,-,-,-,-,-,-
46036,46114,800,-78,10,0,-,-,-,-,-,-,-,-
45981,46114,800,-133,10,0,-,-,-,-,-,-,-,-
46003,46114,800,-111,10,0,-,-,-,-,-,-,-,-
46054,46114,800,-60,10,0,-,-,-,-,-,-,-,-
46047,46114,800,-67,10,0,-,-,-,-,-,-,-,-
46019,46114,800,-95,10,0,-,-,-,-,-,-,-,-
45978,46114,800,-136,10,0,-,-,-,-,-,-,-,-
45990,46114,800,-124,10,0,-,-,-,-,-,-,-,-
46005,46114,800,-109,10,0,-,-,-,-,-,-,-,-
46098,46114,800,-16,10,0,-,-,-,-,-,-,-,-
46060,46114,800,-54,10,0,-,-,-,-,-,-,-,-
46075,46114,800,-39,10,0,-,-,-,-,-,-,-,-
46087,46114,800,-27,10,0,-,-,-,-,-,-,-,-
46085,46114,800,-29,10,0,-,-,-,-,-,-,-,-
46203,46114,800,89,10,0,-,-,-,-,-,-,-,-
46203,46114,800,89,10,0,-,-,-,-,-,-,-,-
46182,46114,800,68,10,0,-,-,-,-,-,-,-,-
46161,46114,800,47,10,0,-,-,-,-,-,-,-,-
46130,46114,800,16,10,0,-,-,-,-,-,-,-,-
46117,46114,800,3,10,0,-,-,-,-,-,-,-,-
46133,46114,800,19,10,0,-,-,-,-,-,-,-,-
46156,46114,800,42,10,0,-,-,-,-,-,-,-,-
46176,46114,800,62,10,0,-,-,-,-,-,-,-,-
46145,46114,800,31,10,0,-,-,-,-,-,-,-,-
46152,46114,800,38,10,0,-,-,-,-,-,-,-,-
46079,46114,800,-35,10,0,-,-,-,-,-,-,-,-
46087,46114,800,-27,10,0,-,-,-,-,-,-,-,-
46174,46114,800,60,10,0,-,-,-,-,-,-,-,-
46152,46114,800,38,10,0,-,-,-,-,-,-,-,-
46114,46114,800,0,10,0,-,-,-,-,-,-,-,-
46086,46114,800,-28,10,0,-,-,-,-,-,-,-,-
46007,46114,800,-107,10,0,-,-,-,-,-,-,-,-
46023,46114,800,-91,10,0,-,-,-,-,-,-,-,-
46006,46114,800,-108,10,0,-,-,-,-,-,-,-,-
46044,46114,800,-70,10,0,-,-,-,-,-,-,-,-
46040,46114,800,-74,10,0,-,-,-,-,-,-,-,-
46077,46114,800,-37,10,0,-,-,-,-,-,-,-,-
46045,46114,800,-69,10,0,-,-,-,-,-,-,-,-
46047,46114,800,-67,10,0,-,-,-,-,-,-,-,-
46043,46114,800,-71,10,0,-,-,-,-,-,-,-,-
45984,46114,800,-130,10,0,-,-,-,-,-,-,-,-
46021,46055,800,-34,10,0,-,-,-,-,-,-,-,-
46054,46055,800,-1,10,0,-,-,-,-,-,-,-,-
46089,46055,800,34,10,0,-,-,-,-,-,-,-,-
46046,46055,800,-9,10,0,-,-,-,-,-,-,-,-
46033,46055,800,-22,10,0,-,-,-,-,-,-,-,-
45994,46055,800,-61,10,0,-,-,-,-,-,-,-,-
46006,46055,800,-49,10,0,-,-,-,-,-,-,-,-
46044,46055,800,-11,10,0,-,-,-,-,-,-,-,-
46055,46055,800,0,10,0,-,-,-,-,-,-,-,-
46083,46055,800,28,10,0,-,-,-,-,-,-,-,-
46087,46055,800,32,10,0,-,-,-,-,-,-,-,-
46063,46055,800,8,10,0,-,-,-,-,-,-,-,-
46188,46055,800,133,10,0,-,-,-,-,-,-,-,-
46168,46055,800,113,10,0,-,-,-,-,-,-,-,-
46135,46055,800,80,10,0,-,-,-,-,-,-,-,-
46111,46055,800,56,10,0,-,-,-,-,-,-,-,-
46092,46055,800,37,10,0,-,-,-,-,-,-,-,-
46064,46055,800,9,10,0,-,-,-,-,-,-,-,-
46034,46055,800,-21,10,0,-,-,-,-,-,-,-,-
46036,46055,800,-19,10,0,-,-,-,-,-,-,-,-
46075,46055,800,20,10,0,-,-,-,-,-,-,-,-
46072,46055,800,17,10,0,-,-,-,-,-,-,-,-
46077,46055,800,22,10,0,-,-,-,-,-,-,-,-
46048,46055,800,-7,10,0,-,-,-,-,-,-,-,-
46031,46055,800,-24,10,0,-,-,-,-,-,-,-,-
46029,46055,800,-26,10,0,-,-,-,-,-,-,-,-
46033,46055,800,-22,10,0,-,-,-,-,-,-,-,-
46049,46055,800,-6,10,0,-,-,-,-,-,-,-,-
46073,46055,800,18,10,0,-,-,-,-,-,-,-,-
46073,46055,800,18,10,0,-,-,-,-,-,-,-,-
46030,46055,800,-25,10,0,-,-,-,-,-,-,-,-
46062,46055,800,7,10,0,-,-,-,-,-,-,-,-
46059,46055,800,4,10,0,-,-,-,-,-,-,-,-
46068,46055,800,13,10,0,-,-,-,-,-,-,-,-
46062,46055,800,7,10,0,-,-,-,-,-,-,-,-
46041,46055,800,-14,10,0,-,-,-,-,-,-,-,-
46050,46055,800,-5,10,0,-,-,-,-,-,-,-,-
46159,46055,800,104,10,0,-,-,-,-,-,-,-,-
46128,46055,800,73,10,0,-,-,-,-,-,-,-,-
46105,46055,800,50,10,0,-,-,-,-,-,-,-,-
46084,46055,800,29,10,0,-,-,-,-,-,-,-,-
46083,46055,800,28,10,0,-,-,-,-,-,-,-,-
46073,46055,800,18,10,0,-,-,-,-,-,-,-,-
46080,46055,800,25,10,0,-,-,-,-,-,-,-,-
46103,46055,800,48,10,0,-,-,-,-,-,-,-,-
46128,46055,800,73,10,0,-,-,-,-,-,-,-,-
46104,46055,800,49,10,0,-,-,-,-,-,-,-,-
46103,46055,800,48,10,0,-,-,-,-,-,-,-,-
46095,46055,800,40,10,0,-,-,-,-,-,-,-,-
46068,46055,800,13,10,0,-,-,-,-,-,-,-,-
46091,46055,800,36,10,0,-,-,-,-,-,-,-,-
46067,46055,800,12,10,0,-,-,-,-,-,-,-,-
46073,46055,800,18,10,0,-,-,-,-,-,-,-,-
46077,46055,800,22,10,0,-,-,-,-,-,-,-,-
46057,46055,800,2,10,0,-,-,-,-,-,-,-,-
46040,46055,800,-15,10,0,-,-,-,-,-,-,-,-
46026,46055,800,-29,10,0,-,-,-,-,-,-,-,-
46049,46055,800,-6,10,0,-,-,-,-,-,-,-,-
46011,46055,800,-44,10,0,-,-,-,-,-,-,-,-
46032,46055,800,-23,10,0,-,-,-,-,-,-,-,-
46038,46055,800,-17,10,0,-,-,-,-,-,-,-,-
46018,46055,800,-37,10,0,-,-,-,-,-,-,-,-
45998,46055,800,-57,10,0,-,-,-,-,-,-,-,-
46107,46055,800,52,10,0,-,-,-,-,-,-,-,-
46081,46055,800,26,10,0,-,-,-,-,-,-,-,-
46091,46055,800,36,10,0,-,-,-,-,-,-,-,-
46118,46055,800,63,10,0,-,-,-,-,-,-,-,-
46122,46055,800,67,10,0,-,-,-,-,-,-,-,-
46106,46055,800,51,10,0,-,-,-,-,-,-,-,-
46065,46055,800,10,10,0,-,-,-,-,-,-,-,-
46069,46055,800,14,10,0,-,-,-,-,-,-,-,-
46066,46055,800,11,10,0,-,-,-,-,-,-,-,-
46061,46055,800,6,10,0,-,-,-,-,-,-,-,-
46089,46055,800,34,10,0,-,-,-,-,-,-,-,-
46085,46055,800,30,10,0,-,-,-,-,-,-,-,-
46056,46055,800,1,10,0,-,-,-,-,-,-,-,-
46059,46055,800,4,10,0,-,-,-,-,-,-,-,-
46021,46055,800,-34,10,0,-,-,-,-,-,-,-,-
46053,46055,800,-2,10,0,-,-,-,-,-,-,-,-
46063,46055,800,8,10,0,-,-,-,-,-,-,-,-
46074,46055,800,19,10,0,-,-,-,-,-,-,-,-
46078,46055,800,23,10,0,-,-,-,-,-,-,-,-
46059,46055,800,4,10,0,-,-,-,-,-,-,-,-
46052,46055,800,-3,10,0,-,-,-,-,-,-,-,-
46072,46055,800,17,10,0,-,-,-,-,-,-,-,-
46090,46055,800,35,10,0,-,-,-,-,-,-,-,-
46134,46055,800,79,10,0,-,-,-,-,-,-,-,-
46114,46055,800,59,10,0,-,-,-,-,-,-,-,-
46085,46055,800,30,10,0,-,-,-,-,-,-,-,-
46171,46055,800,116,10,0,-,-,-,-,-,-,-,-
46135,46055,800,80,10,0,-,-,-,-,-,-,-,-
46139,46055,800,84,10,0,-,-,-,-,-,-,-,-
46126,46055,800,71,10,0,-,-,-,-,-,-,-,-
46141,46055,800,86,10,0,-,-,-,-,-,-,-,-
46136,46055,800,81,10,0,-,-,-,-,-,-,-,-
46142,46055,800,87,10,0,-,-,-,-,-,-,-,-
46120,46055,800,65,10,0,-,-,-,-,-,-,-,-
46108,46055,800,53,10,0,-,-,-,-,-,-,-,-
46118,46055,800,63,10,0,-,-,-,-,-,-,-,-
46130,46055,800,75,10,0,-,-,-,-,-,-,-,-
46141,46055,800,86,10,0,-,-,-,-,-,-,-,-
46117,46055,800,62,10,0,-,-,-,-,-,-,-,-
46185,46055,800,130,10,0,-,-,-,-,-,-,-,-
46164,46055,800,109,10,0,-,-,-,-,-,-,-,-
46155,46055,800,100,10,0,-,-,-,-,-,-,-,-
46156,46055,800,101,10,0,-,-,-,-,-,-,-,-
46160,46055,800,105,10,0,-,-,-,-,-,-,-,-
46152,46055,800,97,10,0,-,-,-,-,-,-,-,-
46106,46055,800,51,10,0,-,-,-,-,-,-,-,-
46116,46055,800,61,10,0,-,-,-,-,-,-,-,-
46122,46055,800,67,10,0,-,-,-,-,-,-,-,-
46121,46055,800,66,10,0,-,-,-,-,-,-,-,-
46099,46055,800,44,10,0,-,-,-,-,-,-,-,-
46071,46055,800,16,10,0,-,-,-,-,-,-,-,-
46073,46055,800,18,10,0,-,-,-,-,-,-,-,-
46070,46055,800,15,10,0,-,-,-,-,-,-,-,-
46107,46055,800,52,10,0,-,-,-,-,-,-,-,-
46124,46055,800,69,10,0,-,-,-,-,-,-,-,-
46085,46055,800,30,10,0,-,-,-,-,-,-,-,-
46081,46055,800,26,10,0,-,-,-,-,-,-,-,-
46079,46055,800,24,10,0,-,-,-,-,-,-,-,-
46069,46055,800,14,10,0,-,-,-,-,-,-,-,-
46029,46055,800,-26,10,0,-,-,-,-,-,-,-,-
46052,46055,800,-3,10,0,-,-,-,-,-,-,-,-
46040,46055,800,-15,10,0,-,-,-,-,-,-,-,-
46068,46055,800,13,10,0,-,-,-,-,-,-,-,-
46054,46055,800,-1,10,0,-,-,-,-,-,-,-,-
46010,46055,800,-45,10,0,-,-,-,-,-,-,-,-
46025,46055,800,-30,10,0,-,-,-,-,-,-,-,-
46030,46055,800,-25,10,0,-,-,-,-,-,-,-,-
46028,46055,800,-27,10,0,-,-,-,-,-,-,-,-
46038,46055,800,-17,10,0,-,-,-,-,-,-,-,-
46037,46055,800,-18,10,0,-,-,-,-,-,-,-,-
46031,46055,800,-24,10,0,-,-,-,-,-,-,-,-
46038,46055,800,-17,10,0,-,-,-,-,-,-,-,-
46040,46055,800,-15,10,0,-,-,-,-,-,-,-,-
46063,46055,800,8,10,0,-,-,-,-,-,-,-,-
46075,46055,800,20,10,0,-,-,-,-,-,-,-,-
46064,46055,800,9,10,0,-,-,-,-,-,-,-,-
46040,46055,800,-15,10,0,-,-,-,-,-,-,-,-
46009,46055,800,-46,10,0,-,-,-,-,-,-,-,-
45969,46055,800,-86,10,0,-,-,-,-,-,-,-,-
45984,46055,800,-71,10,0,-,-,-,-,-,-,-,-
46000,46055,800,-55,10,0,-,-,-,-,-,-,-,-
46031,46055,800,-24,10,0,-,-,-,-,-,-,-,-
46041,46055,800,-14,10,0,-,-,-,-,-,-,-,-
46018,46055,800,-37,10,0,-,-,-,-,-,-,-,-
46000,46055,800,-55,10,0,-,-,-,-,-,-,-,-
45999,46055,800,-56,10,0,-,-,-,-,-,-,-,-
46018,46055,800,-37,10,0,-,-,-,-,-,-,-,-
46018,46055,800,-37,10,0,-,-,-,-,-,-,-,-
46039,46055,800,-16,10,0,-,-,-,-,-,-,-,-
46033,46055,800,-22,10,0,-,-,-,-,-,-,-,-
45995,46055,800,-60,10,0,-,-,-,-,-,-,-,-
45955,46055,800,-100,10,0,-,-,-,-,-,-,-,-
45964,46055,800,-91,10,0,-,-,-,-,-,-,-,-
45996,46055,800,-59,10,0,-,-,-,-,-,-,-,-
45995,46055,800,-60,10,0,-,-,-,-,-,-,-,-
45978,46055,800,-77,10,0,-,-,-,-,-,-,-,-
45970,46055,800,-85,10,0,-,-,-,-,-,-,-,-
45970,46055,800,-85,10,0,-,-,-,-,-,-,-,-
45972,46055,800,-83,10,0,-,-,-,-,-,-,-,-
45981,46055,800,-74,10,0,-,-,-,-,-,-,-,-
46026,46055,800,-29,10,0,-,-,-,-,-,-,-,-
46044,46055,800,-11,10,0,-,-,-,-,-,-,-,-
46057,46055,800,2,10,0,-,-,-,-,-,-,-,-
46209,46055,800,154,10,0,-,-,-,-,-,-,-,-
46141,46055,800,86,10,0,-,-,-,-,-,-,-,-
46089,46055,800,34,10,0,-,-,-,-,-,-,-,-
46126,46055,800,71,10,0,-,-,-,-,-,-,-,-
46112,46055,800,57,10,0,-,-,-,-,-,-,-,-
46116,46055,800,61,10,0,-,-,-,-,-,-,-,-
46110,46055,800,55,10,0,-,-,-,-,-,-,-,-
46101,46055,800,46,10,0,-,-,-,-,-,-,-,-
46107,46055,800,52,10,0,-,-,-,-,-,-,-,-
46087,46055,800,32,10,0,-,-,-,-,-,-,-,-
46116,46055,800,61,10,0,-,-,-,-,-,-,-,-
46086,46055,800,31,10,0,-,-,-,-,-,-,-,-
46059,46055,800,4,10,0,-,-,-,-,-,-,-,-
46061,46055,800,6,10,0,-,-,-,-,-,-,-,-
46073,46055,800,18,10,0,-,-,-,-,-,-,-,-
46116,46055,800,61,10,0,-,-,-,-,-,-,-,-
46129,46055,800,74,10,0,-,-,-,-,-,-,-,-
46133,46055,800,78,10,0,-,-,-,-,-,-,-,-
46129,46055,800,74,10,0,-,-,-,-,-,-,-,-
46111,46055,800,56,10,0,-,-,-,-,-,-,-,-
46094,46055,800,39,10,0,-,-,-,-,-,-,-,-
46083,46055,800,28,10,0,-,-,-,-,-,-,-,-
46111,46055,800,56,10,0,-,-,-,-,-,-,-,-
46133,46055,800,78,10,0,-,-,-,-,-,-,-,-
46145,46055,800,90,10,0,-,-,-,-,-,-,-,-
46192,46055,800,137,10,0,-,-,-,-,-,-,-,-
46176,46055,800,121,10,0,-,-,-,-,-,-,-,-
46213,46055,800,158,10,0,-,-,-,-,-,-,-,-
46208,46055,800,153,10,0,-,-,-,-,-,-,-,-
46191,46055,800,136,10,0,-,-,-,-,-,-,-,-
46182,46055,800,127,10,0,-,-,-,-,-,-,-,-
46115,46055,800,60,10,0,-,-,-,-,-,-,-,-
46105,46055,800,50,10,0,-,-,-,-,-,-,-,-
46063,46055,800,8,10,0,-,-,-,-,-,-,-,-
46057,46055,800,2,10,0,-,-,-,-,-,-,-,-
46056,46055,800,1,10,0,-,-,-,-,-,-,-,-
46089,46055,800,34,10,0,-,-,-,-,-,-,-,-
46076,46055,800,21,10,0,-,-,-,-,-,-,-,-
46194,46055,800,139,10,0,-,-,-,-,-,-,-,-
46185,46055,800,130,10,0,-,-,-,-,-,-,-,-
46135,46055,800,80,10,0,-,-,-,-,-,-,-,-
46114,46055,800,59,10,0,-,-,-,-,-,-,-,-
46109,46055,800,54,10,0,-,-,-,-,-,-,-,-
46075,46055,800,20,10,0,-,-,-,-,-,-,-,-
46074,46055,800,19,10,0,-,-,-,-,-,-,-,-
46067,46055,800,12,10,0,-,-,-,-,-,-,-,-
46052,46055,800,-3,10,0,-,-,-,-,-,-,-,-
46057,46055,800,2,10,0,-,-,-,-,-,-,-,-
46063,46055,800,8,10,0,-,-,-,-,-,-,-,-
46062,46055,800,7,10,0,-,-,-,-,-,-,-,-
46106,46055,800,51,10,0,-,-,-,-,-,-,-,-
46106,46055,800,51,10,0,-,-,-,-,-,-,-,-
46057,46055,800,2,10,0,-,-,-,-,-,-,-,-
46046,46055,800,-9,10,0,-,-,-,-,-,-,-,-
46028,46055,800,-27,10,0,-,-,-,-,-,-,-,-
46047,46055,800,-8,10,0,-,-,-,-,-,-,-,-
46037,46055,800,-18,10,0,-,-,-,-,-,-,-,-
46064,46055,800,9,10,0,-,-,-,-,-,-,-,-
46044,46055,800,-11,10,0,-,-,-,-,-,-,-,-
